Topic_name,Question_name,Striver_link,leetcode_link,other_link,gfg_link
Dynamic Programming,Largest Divisible Subset|(DP-44),https://takeuforward.org/data-structure/longest-divisible-subset-dp-44/,https://leetcode.com/problems/largest-divisible-subset/,https://www.codingninjas.com/studio/problems/divisible-set_3754960?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest String Chain|(DP-45),https://takeuforward.org/data-structure/longest-string-chain-dp-45/,https://leetcode.com/problems/longest-string-chain/,https://www.codingninjas.com/studio/problems/longest-string-chain_3752111?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Longest Bitonic Subsequence |(DP-46…,https://takeuforward.org/data-structure/longest-bitonic-subsequence-dp-46/,,https://www.codingninjas.com/studio/problems/longest-bitonic-sequence_1062688?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Number of Longest Increasing Subseq…,https://takeuforward.org/data-structure/number-of-longest-increasing-subsequences-dp-47/,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,https://www.codingninjas.com/studio/problems/number-of-longest-increasing-subsequence_3751627?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Matrix Chain Multiplication|(DP-48),https://takeuforward.org/dynamic-programming/matrix-chain-multiplication-dp-48/,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Matrix Chain Multiplication | Botto…,https://takeuforward.org/data-structure/matrix-chain-multiplication-tabulation-method-dp-49/,,https://www.codingninjas.com/studio/problems/matrix-chain-multiplication_624880?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Minimum Cost to Cut the Stick|(DP-5…,https://takeuforward.org/data-structure/minimum-cost-to-cut-the-stick-dp-50/,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,https://www.codingninjas.com/studio/problems/rod-cutting-problem_800284?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Burst Balloons|(DP-51),https://takeuforward.org/data-structure/burst-balloons-partition-dp-dp-51/,https://leetcode.com/problems/burst-balloons/,https://www.codingninjas.com/codestudio/problems/burst-balloons_628471?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Evaluate Boolean Expression to True…,https://takeuforward.org/data-structure/evaluate-boolean-expression-to-true-partition-dp-dp-52/,https://leetcode.com/problems/parsing-a-boolean-expression/,https://www.codingninjas.com/studio/problems/boolean-evaluation_1214650?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Palindrome Partitioning - II|(DP-53…,https://takeuforward.org/data-structure/palindrome-partitioning-ii-front-partition-dp-53/,https://leetcode.com/problems/palindrome-partitioning-ii/,https://www.codingninjas.com/studio/problems/palindrome-partitioning-ll_873266?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Partition Array for Maximum Sum|(DP…,https://takeuforward.org/data-structure/partition-array-for-maximum-sum-front-partition-dp-54/,https://leetcode.com/problems/partition-array-for-maximum-sum/,https://www.codingninjas.com/studio/problems/partition-array-for-maximum-sum_3755255?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Dynamic Programming,Maximum Rectangle Area with all 1's…,https://takeuforward.org/data-structure/maximum-rectangle-area-with-all-1s-dp-on-rectangles-dp-55/,https://leetcode.com/problems/maximal-rectangle/,,
Dynamic Programming,Count Square Submatrices with All O…,https://takeuforward.org/data-structure/count-square-submatrices-with-all-1s-dp-on-rectangles-dp-56/,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,,
Tries,,https://takeuforward.org/trie/maximum-xor-queries-trie/,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,https://www.codingninjas.com/studio/problems/maximum-xor-with-an-element-from-array_1382020?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Implement TRIE | INSERT | SEARCH | …,https://takeuforward.org/data-structure/implement-trie-1/,https://leetcode.com/problems/implement-trie-prefix-tree/,https://www.codingninjas.com/studio/problems/trie-implementation_1062581?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Implement Trie - 2 (Prefix Tree),https://takeuforward.org/data-structure/implement-trie-ii/,https://bit.ly/3qwT4OL,https://www.codingninjas.com/studio/problems/trie-delete-operation_1062663?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Longest String with All Prefixes,,https://bit.ly/3n3kedU,https://www.codingninjas.com/studio/problems/longest-common-prefix_2090383?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Number of Distinct Substrings in a …,https://takeuforward.org/data-structure/number-of-distinct-substrings-in-a-string-using-trie/,https://bit.ly/3ocRQW0,https://www.codingninjas.com/studio/problems/count-distinct-substrings_985292?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Bit PreRequisites for TRIE Problems,,,https://www.codingninjas.com/codestudio/problems/bitwise-basic-operations_8382552?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Maximum XOR of two numbers in an ar…,https://takeuforward.org/data-structure/maximum-xor-of-two-numbers-in-an-array/,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,https://www.codingninjas.com/codestudio/problems/maximum-xor_3119012?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Tries,Maximum XOR With an Element From Ar…,https://takeuforward.org/trie/maximum-xor-queries-trie/,https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,https://www.codingninjas.com/studio/problems/maximum-xor-with-an-element-from-array_1382020?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
